username,user_id,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Jasmine_Sandler,611295355,2018-02-08 08:00,0,0,#Socialmediamarketing That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-p... http:// ow.ly/lHBP50gq1IE,,,#Socialmediamarketing,961600677050011650,https://twitter.com/Jasmine_Sandler/status/961600677050011650
CarAramis,915996763,2018-02-07 07:12,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961226080240721920,https://twitter.com/CarAramis/status/961226080240721920
MarkABoudreau,14191222,2018-02-09 10:39,0,0,"Just an FYI all -->"" #Facebook limiting status updates in news feed to 25 friends?"" That's a hoax, pass THAT on ... https:// fb.me/YDL08K8B",,,#Facebook,962002927098281986,https://twitter.com/MarkABoudreau/status/962002927098281986
droolindog,14328877,2018-02-08 09:48,0,0,That ’ 26 friends’ Facebook rumor was a hoax — but here’s how you can actually game the News Feed https:// droolindog.net/2018/02/08/tha t-26-friends-facebook-rumor-was-a-hoax-but-heres-how-you-can-actually-game-the-news-feed/ … pic.twitter.com/JR8EsGtI7W,,,,961627735918563328,https://twitter.com/droolindog/status/961627735918563328
edsbilisim,3196096089,2018-02-08 00:30,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/FkjP50gpMZD,,,,961487499850903553,https://twitter.com/edsbilisim/status/961487499850903553
MegsTalk,941704432802287616,2018-02-08 09:21,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY5hz pic.twitter.com/PhAhy1F0qz,,,,961621053226151937,https://twitter.com/MegsTalk/status/961621053226151937
madvancouver,781023883,2018-02-08 08:45,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXsPg pic.twitter.com/ayU7zoBETX,,,,961612069966508032,https://twitter.com/madvancouver/status/961612069966508032
Jerichomarch,98017207,2018-02-07 00:56,0,0,"http:// recycleamericaradioshow.com Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// dlvr.it/QFLbvF pic.twitter.com/3Ws6WpIRqa",,,,961131467937107969,https://twitter.com/Jerichomarch/status/961131467937107969
TomasClub,926471894232158208,2018-02-08 00:31,0,1,#Wire Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It: Hoaxters even say they confirmed it on Snopes. None of this is true. http:// news.tomas.ovh/QFV31M #entrepreneur pic.twitter.com/SIQe1GqpNX,,,#Wire #entrepreneur,961487528946671617,https://twitter.com/TomasClub/status/961487528946671617
thenewschef,2939779248,2018-02-09 07:54,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People - https:// thenewschef.com/2018/02/hoax-f acebook-not-limiting-news-feed-26-people/ …,,,,961961531452764163,https://twitter.com/thenewschef/status/961961531452764163
OMGStacks,82956754,2018-02-08 07:58,0,0,#Mashable That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYSj pic.twitter.com/2uuoSR0qix,,,#Mashable,961600034608267264,https://twitter.com/OMGStacks/status/961600034608267264
techrdv,878906574319779842,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// bit.ly/2EucxrI pic.twitter.com/HTTMmuICdn,,,,961602330578763777,https://twitter.com/techrdv/status/961602330578763777
bobbyoffshore,110332839,2018-02-07 19:06,0,0,"Analysis | Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2nR8Qlt?tid=ss _tw&utm_term=.e0a5958c34c7 …",,,,961405949012398081,https://twitter.com/bobbyoffshore/status/961405949012398081
latestcooltech,3105443082,2018-02-08 08:11,0,0,http:// ift.tt/2EPSody - That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed pic.twitter.com/7PCvOVSCO6,,,,961603327187353600,https://twitter.com/latestcooltech/status/961603327187353600
FerFerFinch,781482301800615936,2018-02-13 08:50,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,963425100140859393,https://twitter.com/FerFerFinch/status/963425100140859393
keithprd,34913228,2018-02-08 00:25,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// flip.it/6SwDXp,,,,961486070268522496,https://twitter.com/keithprd/status/961486070268522496
GambrillCom,115931886,2018-02-08 00:16,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// ow.ly/XWuV50gpMno,,,,961483738550063104,https://twitter.com/GambrillCom/status/961483738550063104
feeds4mykey_,132085419,2018-02-08 08:49,0,0,#mashable That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXtDT,,,#mashable,961612882768101376,https://twitter.com/feeds4mykey_/status/961612882768101376
nominus_com,779014039678685184,2018-02-18 21:30,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// buff.ly/2ElN5kO pic.twitter.com/3zLnhs24gy,,,,965428241665282048,https://twitter.com/nominus_com/status/965428241665282048
bodie0,17878863,2018-02-08 01:11,0,0,"Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/ …",,,,961497795483000832,https://twitter.com/bodie0/status/961497795483000832
fredbarnhill,130928042,2018-02-07 16:51,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961371872628826112,https://twitter.com/fredbarnhill/status/961371872628826112
ale_arti,23389277,2018-02-07 11:34,0,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// buff.ly/2E6UxnP pic.twitter.com/eMtGjZda7R",,,,961292116835041280,https://twitter.com/ale_arti/status/961292116835041280
BabsJDancer,43338835,2018-02-07 15:47,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,961355844091719680,https://twitter.com/BabsJDancer/status/961355844091719680
ContractRSSA,1850859415,2018-02-08 22:52,0,0,"No, Facebook is not limiting your news feed to 26 friends, and saying ""Hi"" won't change anything.... https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html … via @Inc",,@Inc,,961825050440577024,https://twitter.com/ContractRSSA/status/961825050440577024
ItsFrontPorch,483288014,2018-02-08 11:00,0,0,"No, Facebook is not limiting your news feed to 26 friends, and saying ""Hi"" won't change anything.... https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html … via @Inc",,@Inc,,961646033058041861,https://twitter.com/ItsFrontPorch/status/961646033058041861
LakeCayuga,930242781435572224,2018-02-07 11:21,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,961288734552526851,https://twitter.com/LakeCayuga/status/961288734552526851
DougHoltOnline,24715973,2018-02-07 23:26,0,0,""" Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It"" http:// ift.tt/2sjjTJE #inc #businessadvice #entrepreneur",,,#inc #businessadvice #entrepreneur,961471161166163969,https://twitter.com/DougHoltOnline/status/961471161166163969
kalinaallen,28541249,2018-02-11 13:40,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFxcHT pic.twitter.com/81rJeIPDH3,,,,962773370562527234,https://twitter.com/kalinaallen/status/962773370562527234
isdsocial,269334836,2018-02-08 08:46,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXsXL,,,,961612113037807616,https://twitter.com/isdsocial/status/961612113037807616
SellersTed,39236268,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYjB #Facebook #Hoax #Rumors #News_ Feed pic.twitter.com/BgCHZfifsw,,,#Facebook #Hoax #Rumors #News_,961600188442804225,https://twitter.com/SellersTed/status/961600188442804225
bestpartyleon,75193022,2018-02-08 08:01,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2BLps7P,,,,961600965467090944,https://twitter.com/bestpartyleon/status/961600965467090944
PamelaHills2,1320681168,2018-02-07 10:00,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961268450881568768,https://twitter.com/PamelaHills2/status/961268450881568768
Sivasaidatla,714756887611314179,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYKT pic.twitter.com/P4tEiqbtox,,,,961600027939385344,https://twitter.com/Sivasaidatla/status/961600027939385344
annerallen,19118987,2018-02-20 18:39,2,0,Of course Facebook isn’t planning to limit your news feed to 26 friends! https:// slate.com/human-interest /2018/02/algorumors-the-viral-facebook-hoaxes-about-changes-to-facebook-policy.html?wpsrc=sh_all_dt_tw_ru … via @slate,,@slate,,966110045925601280,https://twitter.com/annerallen/status/966110045925601280
LisetteBrodey,25723378,2018-02-09 01:45,0,0,#Facebook #Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It: http:// on.inc.com/2siy8hZ #socialmediia pic.twitter.com/uGSeW0LSJc,,,#Facebook #Hoax #socialmediia,961868628424445952,https://twitter.com/LisetteBrodey/status/961868628424445952
jointhecolonii,700808062895071232,2018-02-07 14:51,0,0,"@Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe",,@Facebook,,961341675191787520,https://twitter.com/jointhecolonii/status/961341675191787520
FinanceRadr,828646299406856192,2018-02-08 08:29,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed ... pic.twitter.com/xljd90dptO,,,,961607908529266689,https://twitter.com/FinanceRadr/status/961607908529266689
madvirtualizer,110528816,2018-02-11 14:53,0,0,"Of course it is - "" Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on"" http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,962791607216082945,https://twitter.com/madvirtualizer/status/962791607216082945
EpatheaLitmer,297466071,2018-02-07 23:51,0,0,""" #Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims"" http:// wapo.st/2nR8Qlt?tid=ss _tw&utm_term=.03548fb7265a …",,,#Facebook,961477528283213824,https://twitter.com/EpatheaLitmer/status/961477528283213824
whitelabellocal,716079235,2018-02-08 08:52,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXvNC,,,,961613607631900674,https://twitter.com/whitelabellocal/status/961613607631900674
LetsFireup,728273044750274560,2018-02-07 05:15,0,0,"Facebook limiting status updates in news feed to 25 friends? That&apos;s a hoax , pass it on - by USA TODAY https:// letsfireup.com/usatodaynews/t imeline/25727 … pic.twitter.com/Kf13prUjT3",,,,961196726349688832,https://twitter.com/LetsFireup/status/961196726349688832
social_rosie,1262715708,2018-02-07 03:00,0,0,"Facebook limiting status updates in news feed to 25 friends? That&apos;s a hoax, pass it on - http:// rssfeeds.usatoday.com/~/523628468/0/ usatoday-techtopstories~Facebook-limiting-status-updates-in-news-feed-to-friends-Thataposs-a-hoax-pass-it-on/ …",,,,961162625143988224,https://twitter.com/social_rosie/status/961162625143988224
nonobody,18079427,2018-02-20 13:13,0,0,""" Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims."" https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/?utm_term=.a239327f3a8 …",,,,966027962570113025,https://twitter.com/nonobody/status/966027962570113025
LeanArchitects,313254924,2018-02-08 00:00,0,0,#business Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/AYvb50gpLI3,,,#business,961479950724403205,https://twitter.com/LeanArchitects/status/961479950724403205
dangerous_pi,3352345936,2018-02-08 08:07,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXcZD pic.twitter.com/qpue1o4tFY,,,,961602321745461253,https://twitter.com/dangerous_pi/status/961602321745461253
2jessicasmith,134454590,2018-02-07 00:56,0,0,"http:// recycleamericaradioshow.com Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// dlvr.it/QFLbmp pic.twitter.com/Mj1foV5QcV",,,,961131418792464384,https://twitter.com/2jessicasmith/status/961131418792464384
cceapm,3252142242,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYjm pic.twitter.com/Z7Z7uN2HTW,,,,961600195266887680,https://twitter.com/cceapm/status/961600195266887680
hashMoreChat,3323388204,2018-02-08 18:45,0,1,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// ift.tt/2EOgwgx #Facebook #SocialMedia,,,#Facebook #SocialMedia,961763018416762886,https://twitter.com/hashMoreChat/status/961763018416762886
ale_arti,23389277,2018-02-07 11:34,0,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// buff.ly/2E6UxnP pic.twitter.com/eMtGjZda7R",,,,961292116835041280,https://twitter.com/ale_arti/status/961292116835041280
Witchypoo62au,92443441,2018-02-13 19:22,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People https:// fb.me/1x9cgWs2N,,,,963584182130741248,https://twitter.com/Witchypoo62au/status/963584182130741248
droolindog,14328877,2018-02-08 09:48,0,0,That ’26 friends’ Facebook rumor was a hoax — but here’s how you can actually game the News Feed https:// droolindog.net/2018/02/08/tha t-26-friends-facebook-rumor-was-a-hoax-but-heres-how-you-can-actually-game-the-news-feed/ … pic.twitter.com/JR8EsGtI7W,,,,961627735918563328,https://twitter.com/droolindog/status/961627735918563328
aashivermaji,827106142677561345,2018-02-08 08:13,0,0,"Mashable ""That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed "" http:// ift.tt/2sgQ38P #News",,,#News,961603894530002944,https://twitter.com/aashivermaji/status/961603894530002944
ITTechGeek,947145293971312641,2018-02-08 13:48,0,0,#Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html …,,,#Facebook,961688283528024070,https://twitter.com/ITTechGeek/status/961688283528024070
madvirtualizer,110528816,2018-02-11 14:53,0,0,"Of course it is - "" Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on"" http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,962791607216082945,https://twitter.com/madvirtualizer/status/962791607216082945
PamelaHills2,1320681168,2018-02-07 10:00,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961268450881568768,https://twitter.com/PamelaHills2/status/961268450881568768
RWSolutionsInc,227198606,2018-02-08 00:00,0,0,#Business Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ht.ly/n5Rh50gpLph,,,#Business,961479903366537219,https://twitter.com/RWSolutionsInc/status/961479903366537219
ExPosJa,379401658,2018-02-07 15:58,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/1zt8bXNVs",,,,961358552215429120,https://twitter.com/ExPosJa/status/961358552215429120
bluerizzle_brad,469634015,2018-02-10 20:27,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,962513473749094401,https://twitter.com/bluerizzle_brad/status/962513473749094401
KhanGeeks,2243441768,2018-02-08 07:57,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYCD,,,,961599923006324736,https://twitter.com/KhanGeeks/status/961599923006324736
WorldTopStorie,950855325715898368,2018-02-07 02:13,0,0,"Facebook limiting status updates in news feed to 25 friends? That’s a hoax , pass it on http:// topbreakingnews.ml/facebook-limit ing-status-updates-in-news-feed-to-25-friends-thats-a-hoax-pass-it-on/ … pic.twitter.com/U0Fk53XcRz",,,,961151004833181697,https://twitter.com/WorldTopStorie/status/961151004833181697
iadminwp,823804793906982912,2018-02-08 21:31,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// on.inc.com/2EPwkzK,,,,961804598574010368,https://twitter.com/iadminwp/status/961804598574010368
julieannsanchez,295981050,2018-02-07 17:17,0,0,"Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/ …",,,,961378358792740864,https://twitter.com/julieannsanchez/status/961378358792740864
linnieunbos,424045534,2018-02-08 08:46,0,0,[Mashable] That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXsWf,,,,961612107836882944,https://twitter.com/linnieunbos/status/961612107836882944
Focused_Results,344183415,2018-02-08 09:30,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY8kn via @mashabletech,,@mashabletech,,961623203876499456,https://twitter.com/Focused_Results/status/961623203876499456
brianrobplus,2723469882,2018-02-08 08:08,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed : http:// ift.tt/2sgQ38P,,,,961602561575997441,https://twitter.com/brianrobplus/status/961602561575997441
SocialMedianew0,740315330,2018-02-07 11:43,0,0,"Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims - Washington Post http:// dlvr.it/QFQV3v",,,,961294262083108866,https://twitter.com/SocialMedianew0/status/961294262083108866
HadiZeid,888305826,2018-03-07 01:52,0,0,#Facebook #hoax Claims Your News Feed Is Now Only 26 Friends and Saying ‘Hi’ Will Fix It http://www. incarabia.com/wire/facebook- hoax-claims-your-news-feed-is-now-only-26-friends-and-saying-hi-will-fix-it/ …,,,#Facebook #hoax,971292459987881984,https://twitter.com/HadiZeid/status/971292459987881984
zestcity,59431345,2018-02-08 00:30,0,0,Thanks @inc for this #greatread story Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/eVrX50gpMP2,,@inc,#greatread,961487482721329152,https://twitter.com/zestcity/status/961487482721329152
mrsvirginiacox,781622448726745088,2018-02-08 00:37,0,0,#Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - https:// buzz.affcart.com/facebook-hoax- claims-your-news-feed-is-now-only-26-friends-and-saying-hi-will-fix-it-2/?Twitter … pic.twitter.com/CRiPwlCgKd,,,#Facebook,961489216474636288,https://twitter.com/mrsvirginiacox/status/961489216474636288
Millthorn,944195358,2018-02-08 08:14,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that made r… http:// ift.tt/2sgQ38P,,,,961604111639760896,https://twitter.com/Millthorn/status/961604111639760896
synclairlewis,896757366150090753,2018-02-10 07:46,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFpVPD pic.twitter.com/AgiIJq209x,,,,962321782396002304,https://twitter.com/synclairlewis/status/962321782396002304
martinar85,426538354,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYLk - via @mashable pic.twitter.com/MsjJd8Mmyc,,@mashable,,961600032750227462,https://twitter.com/martinar85/status/961600032750227462
garyanddino,89843213,2018-02-07 12:05,4,4,"DON'T BE STUPID: Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on (STORY) https://www. facebook.com/garyanddino/po sts/1877614062249436 …",,,,961299933407019008,https://twitter.com/garyanddino/status/961299933407019008
DenkyuuMedia,4860241143,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYYx pic.twitter.com/OPTOWmkgVC,,,,961600043433082880,https://twitter.com/DenkyuuMedia/status/961600043433082880
nagabhushant,377435980,2018-02-06 21:39,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on - USA TODAY http:// dlvr.it/QFKsYb",,,,961081863757471744,https://twitter.com/nagabhushant/status/961081863757471744
Ice_N_berg,36180131,2018-02-08 08:41,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXqfv pic.twitter.com/esXaj5wQqs,,,,961610850791387136,https://twitter.com/Ice_N_berg/status/961610850791387136
fmsmartchoice,2924932016,2018-02-07 23:27,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// ift.tt/2sjjTJE,,,,961471481241849857,https://twitter.com/fmsmartchoice/status/961471481241849857
dlvritTTest,3260347092,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYZX pic.twitter.com/Uf46HglSfB,,,,961600046260088832,https://twitter.com/dlvritTTest/status/961600046260088832
SpeakersGuild,4855405122,2018-02-08 10:35,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed via @mashable http:// ow.ly/84u430ihpbg #socialmedia #marketing,,@mashable,#socialmedia #marketing,961639526992105475,https://twitter.com/SpeakersGuild/status/961639526992105475
R7t20,886835068878159872,2018-02-06 21:56,0,0,"( Facebook limiting status updates in news feed to 25 friends? That&#39;s a hoax, ...) has been published on a ... - http:// ads.googler7ty.com/facebook-limit ing-status-updates-in-news-feed-to-25-friends-thats-a-hoax-pass-it-on/ … pic.twitter.com/Y2zt6fNKIg",,,#39,961086294377025538,https://twitter.com/R7t20/status/961086294377025538
hashMoreChat,3323388204,2018-02-08 00:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - http:// Inc.com http:// ift.tt/2GUMTuG #Facebook #SocialMedia,,,#Facebook #SocialMedia,961485523331239938,https://twitter.com/hashMoreChat/status/961485523331239938
Sarah_Clarin212,4595916974,2018-02-08 08:49,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt9p pic.twitter.com/JqnE9AckrZ,,,,961612890519191554,https://twitter.com/Sarah_Clarin212/status/961612890519191554
cumihomo,425692962,2018-02-08 08:10,0,0,"""That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed "" http:// ift.tt/2EPSody",,,,961603132815011840,https://twitter.com/cumihomo/status/961603132815011840
fredbarnhill,130928042,2018-02-07 16:51,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// a.msn.com/01/en-us/BBINj Ol?ocid=st …",,,,961371872628826112,https://twitter.com/fredbarnhill/status/961371872628826112
TasteFullySo,902142190570405890,2018-02-08 09:50,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFYHvd pic.twitter.com/sNFQ2fQQap,,,,961628218204741632,https://twitter.com/TasteFullySo/status/961628218204741632
Web20watch,740323196,2018-02-06 23:28,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on - USA TODAY http:// dlvr.it/QFLFhT",,,,961109283822882816,https://twitter.com/Web20watch/status/961109283822882816
AcworthGAHomes,2727344102,2018-02-08 13:30,0,0,"HOAX.. Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// ow.ly/4WXb30igVt0 https:// fb.me/v5fvooJf",,,,961683641423278080,https://twitter.com/AcworthGAHomes/status/961683641423278080
alexgamela,10159762,2018-02-09 02:02,0,0,"""That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed "" http:// ift.tt/2sgQ38P",,,,961872962977595392,https://twitter.com/alexgamela/status/961872962977595392
GhostFleetFarm,26649516,2018-02-07 13:42,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/4l7YT2QuD",,,,961324407607189504,https://twitter.com/GhostFleetFarm/status/961324407607189504
Reach1SocMedia,2419955899,2018-02-08 08:00,0,0,@Mashable : That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messa... http:// ow.ly/AofU50gq1ri,,@Mashable,,961600617566429185,https://twitter.com/Reach1SocMedia/status/961600617566429185
reacttonews,885840830514298881,2018-02-08 08:37,0,0,React to this #news (That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed ) @https://www. reacttonews.com/that-26-friend s-facebook-rumor-was-a-hoax-but-heres-how-you-can-actually-game-the-news-feed/ … pic.twitter.com/2dWtMeibmW,,@https,#news,961609948596719616,https://twitter.com/reacttonews/status/961609948596719616
nagabhushant,377435980,2018-02-08 19:21,0,0,It's A Hoax. Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// dlvr.it/QFcR6R,,,,961771897632337921,https://twitter.com/nagabhushant/status/961771897632337921
BizBOXTV,25639357,2018-02-08 00:30,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/lCyN50gpMR2,,,,961487451360546821,https://twitter.com/BizBOXTV/status/961487451360546821
SocialMediaZeal,1031703254,2018-02-08 13:59,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - Mashable http:// dlvr.it/QFZrVB,,,,961690874429128704,https://twitter.com/SocialMediaZeal/status/961690874429128704
FinanceRadr,828646299406856192,2018-02-08 08:29,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed ... pic.twitter.com/xljd90dptO,,,,961607908529266689,https://twitter.com/FinanceRadr/status/961607908529266689
GeekInfoNow,629084145,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYVL #Facebook #Hoax #Rumors #NewsFeed,,,#Facebook #Hoax #Rumors #NewsFeed,961600034704801794,https://twitter.com/GeekInfoNow/status/961600034704801794
LetsFireup,728273044750274560,2018-02-07 05:15,0,0,"Facebook limiting status updates in news feed to 25 friends? That&apos;s a hoax, pass it on - by USA TODAY https:// letsfireup.com/usatodaynews/t imeline/25727 … pic.twitter.com/Kf13prUjT3",,,,961196726349688832,https://twitter.com/LetsFireup/status/961196726349688832
